#STEP #EL_ENERGY (J) #CORE_ENERGY (J) #SF_ENERGY (J) #T_ENERGY (J) #SUR_AREA (A^2) #DIS_LENGTH (A)
1   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
2   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
3   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
4   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
5   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
6   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
7   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
8   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
9   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
10   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
11   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
12   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
13   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
14   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
15   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
16   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
17   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
18   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
19   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
20   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
21   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
22   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
23   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
24   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
25   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
26   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
27   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
28   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
29   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
30   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
31   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
32   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
33   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
34   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
35   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
36   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
37   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
38   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
39   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
40   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
41   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
42   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
43   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
44   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
45   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
46   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
47   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
48   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
49   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
50   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
51   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
52   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
53   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
54   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
55   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
56   1.9557e-25   1.95294e-18   0   1.95294e-18   0  75.4667
