  -3.6082248300317588e-16  -2.6367796834847468e-16   0.0000000000000000e+00
   2.8245912245266247e+00   1.3859681524730323e+00   7.7365606683596388e-01
   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   4.0073297124389839e-01   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   1.2951689630602796e+00   0.0000000000000000e+00
   0.0000000000000000e+00   0.0000000000000000e+00   3.2320000000000002e+00
